"title","creator","subjects","materialtype","usageclass","checkouts","checkoutmonth","publicationyear"
"They Were Her Property: White Women as Slave Owners in the American South (unabridged)","Stephanie E. Jones-Rogers","History, Sociology, Women's Studies, Nonfiction","AUDIOBOOK","Digital","5","1","2019"
"Crosby, Stills, Nash and Young: The Wild, Definitive Saga of Rock's Greatest Supergroup","David Browne","Biography & Autobiography, Music, Performing Arts, Nonfiction","EBOOK","Digital","3","1","2019"
"Hiking in Norway - South : the 10 best multi-day treks / Ute Koninx.","Koninx, Ute","Mountaineering Norway Guidebooks, Norway Guidebooks","BOOK","Physical","1","1","2021."
"The Prince and Discourse on Voluntary Servitude (unabridged)","George H. Smith","Philosophy, Nonfiction","AUDIOBOOK","Digital","2","1","2008"
"Steck-Vaughn pre-GED test preparation : reasoning through language arts.",,"Literature Examinations questions etc, Arts Examinations questions etc, GED tests Study guides","BOOK","Physical","1","1","[2014]"
"Burntcoat: A Novel (unabridged)","Sarah Hall","Fantasy, Fiction, Literature","AUDIOBOOK","Digital","2","1","2021"
"Best frints in the whole universe / Antoinette Portis.","Portis, Antoinette","Friendship Juvenile fiction, Extraterrestrial beings Juvenile fiction, Humorous stories","BOOK","Physical","2","1","2016."
"The Undying: Pain, vulnerability, mortality, medicine, art, time, dreams, data, exhaustion, cancer, and care","Anne Boyer","Biography & Autobiography, Health & Fitness, Medical, Nonfiction","EBOOK","Digital","2","1","2019"
"Outbreak: The 39 Clues: Superspecial Series, Book 1 (unabridged)","C. Alexander London","Juvenile Fiction, Juvenile Literature, Humor (Fiction)","AUDIOBOOK","Digital","2","1","2016"
"The supernatural society / Rex Ogle.","Ogle, Rex","Monsters Juvenile fiction, Middle school students Juvenile fiction, Moving Household Juvenile fiction, Lost dogs Juvenile fiction, Secrecy Juvenile fiction, Monsters Fiction, Middle schools students Fiction, Moving Household Fiction, Secrecy Fiction, Fantasy fiction, Paranormal fiction","BOOK","Physical","1","1","[2022]"
"Nine, ten : a September 11 story / Nora Raleigh Baskin.","Baskin, Nora Raleigh","September 11 Terrorist Attacks 2001 Juvenile fiction","BOOK","Physical","1","1","[2016]"
"Revolutionary Summer: The Birth of American Independence (unabridged)","Joseph J. Ellis","History, Nonfiction","AUDIOBOOK","Digital","3","1","2013"
"Rocket fuel : power-packed food for sports and adventure / Matthew Kadey, RD.","Kadey, Matt","Nutrition, High carbohydrate diet, High protein diet","BOOK","Physical","1","1","[2016]"
"Teaching kids to be kind : a guide to raising compassionate and caring children / Rachel Tomlinson ; foreword by Dr. Justin Coulson.","Tomlinson, Rachel (Psychologist)","Child psychology, Kindness, Empathy in children, Parenting, Child psychology, Empathy in children, Kindness, Parenting","BOOK","Physical","3","1","[2020]"
"Lords of the Sky: Fighter Pilots and Air Combat, from the Red Baron to the F-16 (unabridged)","Dan Hampton","History, Military, Nonfiction","AUDIOBOOK","Digital","2","1","2014"
"Under the love umbrella / Davina Bell ; with illustrations by Allison Colpoys.","Bell, Davina","Love Maternal Juvenile fiction, Love Paternal Juvenile fiction, Umbrellas Juvenile fiction, Love Fiction, Picture books","BOOK","Physical","4","1","2020."
"See what you made me do : the dangers of domestic abuse that we ignore, explain away, or refuse to see / Jess Hill.","Hill, Jess","Family violence Australia, Marital violence Australia, Psychological abuse, Control Psychology, Victims of family violence, Child abuse Australia","BOOK","Physical","2","1","[2020]"
"Shadows of the Pomegranate Tree: Islam Quintet Series, Book 1","Tariq Ali","Fiction, Literature","EBOOK","Digital","2","1","2014"
"Mouse's first fall / Lauren Thompson ; illustrated by Buket Erdogan.","Thompson, Lauren, 1962-","Nature stories, Winds Juvenile fiction, Autumn Juvenile fiction, Mice Juvenile fiction","BOOK","Physical","2","1","2006."
"Raising Good Humans: A Mindful Guide to Breaking the Cycle of Reactive Parenting and Raising Kind, Confident Kids (unabridged)","Hunter Clarke Fields","Family & Relationships, New Age, Psychology, Nonfiction","AUDIOBOOK","Digital","26","1","2021"
"Good night, sleep tight / based on the bestselling books by Rob Scotton ; cover art by Rob Scotton ; text by Natalie Engel ; interior illustrations by Robert Eberz.","Engel, Natalie","Splat the Cat Fictitious character Juvenile fiction, Camping Juvenile fiction, Cats Juvenile fiction","BOOK","Physical","2","1","2011."
"The last watch / J. S. Dewes.","Dewes, J. S.","End of the universe Fiction, Soldiers Fiction, Exiles Fiction, Space operas Fiction, Science fiction, Action and adventure fiction","BOOK","Physical","1","1","2021."
"Trixie the Halloween fairy / by Daisy Meadows.","Meadows, Daisy","Fairies Fiction, Magic Fiction, Halloween Juvenile fiction","BOOK","Physical","1","1","[2009]"
"Forgotten Worlds","D. Nolan Clark","Fiction, Science Fiction","EBOOK","Digital","1","1","2017"
"Bones: Brothers, Horses, Cartels, and the Borderland Dream","Joe Tone","Sociology, Sports & Recreations, True Crime, Nonfiction","EBOOK","Digital","1","1","2017"
"The Psychology of Baseball: Inside the Mental Game of the Major League Player","Mike Stadler","Psychology, Sports & Recreations, Nonfiction","EBOOK","Digital","1","1","2008"
"Orcas everywhere : the mystery and history of killer whales / Mark Leiren-Young.","Leiren-Young, Mark","Killer whale Juvenile literature, Killer whale History Juvenile literature","BOOK","Physical","1","1","[2019]"
"My Pantry: Homemade Ingredients That Make Simple Meals Your Own","Alice Waters","Cooking & Food, Nonfiction","EBOOK","Digital","2","1","2015"
"Lupin III : greatest heists / story & art by Monkey Punch ; translation by Adrienne Beck ; adaptation, Nick Mamatas.","Monkī Panchi, 1937-2019,","Monki Panchi 1937 2019 Translations into English, Thieves Comic books strips etc, Detective and mystery comics","BOOK","Physical","1","1","[2021]"
"Supers : a little star past Cassiopeia / Frédéric Maupomé, writer ; Dawid, artist.","Maupomé, Frédéric, 1974-","Abandoned children Comic books strips etc, Brothers and sisters Comic books strips etc, Science fiction comic books strips etc, Graphic novels, Childrens stories Comic books strips etc","BOOK","Physical","8","1","[2019]"
"A Brush with Shadows: Lady Darby Mystery Series, Book 6","Anna Lee Huber","Fiction, Mystery, Romance, Historical Fiction","EBOOK","Digital","11","1","2018"
"Miraculous : adventures of Ladybug and Cat Noir. The Trash Kracken / created by Thomas Astruc ; lettered by Justin Birch.",,"Women superheroes Comic books strips etc, Friendship Comic books strips etc, Teenage girls Comic books strips etc, Superhero comics, Graphic novels","BOOK","Physical","1","1","2017."
"Minecraft blockopedia / [written by Craig Jelley ; illustrations by Ryan Marsh].","Jelley, Craig","Minecraft Game Handbooks manuals etc Juvenile literature, Video games Handbooks manuals etc Juvenile literature, Minecraft Game Handbooks manuals etc, Video games Handbooks manuals etc, Handbooks and manuals","BOOK","Physical","5","1","[2021]"
"Sales EQ : how ultra high performers leverage sales-specific emotional intelligence to close the complex deal / Jeb Blount.","Blount, Jeb","Selling, Emotional intelligence","BOOK","Physical","1","1","[2017]"
"One piece : East blue. Volume 10-11-12 / story and art by Eiichiro Oda ; [English adaptation, Lance Caselman ; translation, Naoko Amemiya (vol. 10), JN Productions and Michie Yamakawa (vol. 11), JN Productions (vol. 12)].","Oda, Eiichirō, 1975-","Pirates Comic books strips etc, Treasure troves Comic books strips etc, Graphic novels Japan Translations into English, Buried treasure Fiction, Swordsmen Fiction, Pirates Fiction, Cartoons and comics, Graphic novels, Manga","BOOK","Physical","1","1","[2010]"
"Slay / Brittney Morris.","Morris, Brittney","Video games Juvenile fiction, Fantasy games Juvenile fiction, African Americans Juvenile fiction, Role playing Juvenile fiction, Dating Social customs Juvenile fiction, High schools Juvenile fiction, Schools Juvenile fiction, Young adult fiction","BOOK","Physical","1","1","2019."
"Ecstasy Unveiled: Demonica Series, Book 4","Larissa Ione","Fantasy, Fiction, Romance","EBOOK","Digital","1","1","2011"
"Thin Slices of Anxiety: Observations and Advice to Ease a Worried Mind","Catherine Lepage","Art, Self-Improvement, Nonfiction","EBOOK","Digital","2","1","2022"
"Against Football: One Fan's Reluctant Manifesto","Steve Almond","Biography & Autobiography, Health & Fitness, Sports & Recreations, Nonfiction","EBOOK","Digital","2","1","2014"
"Only for You: One Night of Passion Series, Book 3","Beth Kery","Fiction, Romance, Suspense, Thriller","EBOOK","Digital","1","1","2014"
"Ghosthunters and the Totally Moldy Baroness!: Ghosthunters Series, Book 3 (unabridged)","Cornelia Funke","Fantasy, Juvenile Fiction, Juvenile Literature, Suspense","AUDIOBOOK","Digital","2","1","2007"
"Command : the politics of military operations from Korea to Ukraine / Lawrence Freedman.","Freedman, Lawrence","Command of troops Political aspects, Politics and war, Military history Political aspects","BOOK","Physical","2","1","[2022]"
"Conservatism: The Fight for a Tradition","Edmund Fawcett","History, Philosophy, Politics, Nonfiction","EBOOK","Digital","3","1","2020"
"Kimi ni todoke = From me to you. Vol. 22 / story & art by Karuho Shiina ; [translation, Ari Yasuda, HC Language Solutions, Inc. ; touch-up art & lettering, Vanessa Satone].","Shiina, Karuho","Friendship Comic books strips etc, High schools Comic books strips etc, Comic books strips etc Japan Translations into English, Interpersonal relations Comic books strips etc, Romance comics, Graphic novels","BOOK","Physical","1","1","[2015]"
"Do not open this math book! / Danica McKellar ; illustrated by Maranda Maberry.","McKellar, Danica","Mathematics Juvenile literature, Arithmetic Juvenile literature, Math anxiety Juvenile literature, Mathematics, Arithmetic, Picture books","BOOK","Physical","2","1","[2018]"
"Flex: The New Playbook for Managing Across Differences","Jane Hyun","Business, Nonfiction","EBOOK","Digital","1","1","2014"
"Ballad of the Anarchist Bandits: The Crime Spree that Gripped Belle Epoque Paris (unabridged)","John Merriman","True Crime, Nonfiction","AUDIOBOOK","Digital","1","1","2017"
"Pomelo's opposites / Ramona Badescu, Benjamin Chaud.","Badescu, Ramona","Polarity Juvenile literature, Elephants Juvenile literature","BOOK","Physical","1","1","2013."
"The Black Swan: : The Impact of the Highly Improbable Fragility""","Nassim Nicholas Taleb","Business, Sociology, Nonfiction","EBOOK","Digital","12","1","2010"
"The Empress of Salt and Fortune: Singing Hills Cycle Series, Book 1 (unabridged)","Nghi Vo","Fantasy, Fiction, Literature, LGBTQIA+ (Fiction)","AUDIOBOOK","Digital","58","1","2020"
"Green River, running red : the real story of the Green River killer--America's deadliest serial murderer / Ann Rule.","Rule, Ann","Ridgway Gary Leon 1949, Serial murders Washington State Green River Region King County Case studies, Serial murderers Washington State Green River Region King County Biography, Rapists Washington State Green River Region King County Biography, Case studies, Biographies, True crime stories","BOOK","Physical","1","1","2019."
"Betty, a glad awakening / Betty Ford with Chris Chase.","Ford, Betty, 1918-2011","Ford Betty 1918 2011, Ford Gerald R 1913 2006 Family, Presidents spouses United States Biography, Alcoholics United States Biography, Large type books","BOOK","Physical","1","1","1988."
"Sag Harbor: A Novel","Colson Whitehead","Fiction, African American Fiction, Literature","EBOOK","Digital","1","1","2009"
"Seattle Fire Department / Richard Schneider.","Schneider, Richard","Seattle Wash Fire Department History Pictorial works, Fire departments Washington State Seattle History Pictorial works","BOOK","Physical","2","1","[2007]"
"T: The Story of Testosterone, the Hormone that Dominates and Divides Us (unabridged)","Carole Hooven","Science, Sociology, Nonfiction","AUDIOBOOK","Digital","4","1","2021"
"The Black Lizard Big Book of Pulps: The Best Crime Stories from the Pulps During Their Golden Age--The '20s, '30s & '40s","Otto Penzler","Fiction, Mystery, Short Stories","EBOOK","Digital","2","1","2012"
"The Year's Best Science Fiction, Thirty-Third Annual Collection: The Year's Best Science Fiction Series, Book 33","Gardner Dozois","Fiction, Science Fiction, Short Stories","EBOOK","Digital","1","1","2016"
"Class pictures / photographs by Dawoud Bey ; essays by Jock Reynolds and Taro Nettleton ; interview by Carrie Mae Weems.","Bey, Dawoud, 1953-","Bey Dawoud 1953, Students United States Exhibitions, High school students United States Pictorial works","BOOK","Physical","2","1","[2007]"
"Masala: Recipes from India, the Land of Spices [A Cookbook]","Anita Jaisinghani","Cooking & Food, New Age, Nonfiction","EBOOK","Digital","6","1","2022"
"Let that sh*t go : find peace of mind and happiness in your everyday / Nina Purewal and Kate Petriw.","Purewal, Nina","Happiness, Mindfulness Psychology, Self actualization Psychology, Self help publications","BOOK","Physical","3","1","2021."
"Pity the Reader: On Writing with Style","Kurt Vonnegut","Biography & Autobiography, Writing, Language Arts, Nonfiction","EBOOK","Digital","4","1","2020"
"Something to Talk About","Dakota Cassidy","Fiction, Romance","EBOOK","Digital","1","1","2015"
"The people we hate at the wedding / Grant Ginder.","Ginder, Grant","Families Fiction, Weddings Fiction, Humorous fiction, Domestic fiction","BOOK","Physical","1","1","2017."
"The two doctors Górski / Isaac Fellman.","Fellman, Isaac R.","Women graduate students Fiction, Telepathy Fiction, Magic Fiction, England Fiction, Fantasy fiction, Fiction","BOOK","Physical","6","1","2022."
"The 500 hidden secrets of Copenhagen / [Austin Sailsbury].","Sailsbury, Austin","Copenhagen Denmark Guidebooks, Copenhagen Denmark Description and travel, Copenhagen Denmark History, Guidebooks","BOOK","Physical","1","1","2022."
"Then She Was Gone: A Novel","Lisa Jewell","Fiction, Literature, Suspense, Thriller","EBOOK","Digital","19","1","2018"
"In a huff / by Lynn Maslen Kertell ; pictures by Dana Sullivan.","Kertell, Lynn Maslen","Reading Primary Juvenile literature, Reading readiness Juvenile literature, English language Study and teaching Primary Juvenile literature, Reading Primary Whole word method Juvenile literature, English language Phonetics Study and teaching Primary Juvenile literature, Phonetics Study and teaching Primary Juvenile literature, Vocabulary Juvenile literature, Readers Primary","BOOK","Physical","1","1","[2013]"
"The Forsaken: Quinn Colson Series, Book 4","Ace Atkins","Fiction, Mystery, Thriller","EBOOK","Digital","1","1","2014"
"The cider house rules : a novel / John Irving.","Irving, John, 1942-","Young men Maine Fiction, Physicians Maine Fiction, Orphanages Fiction, Abortion Fiction, Maine Fiction, Bildungsromans","BOOK","Physical","3","1","2009."
